Keyword,Definition,Category,filename
Influencer Tier (Nano/Micro/Macro),"Categorizing influencers based on their follower count (e.g., Nano < 10k, Micro 10k-100k).",Social Media & EC Integration,Influencer-Tier--Nano-Micro-Macro-.md
Influencer Whitelisting,When an influencer grants a brand permission to run ads through their social media handle.,Social Media & EC Integration,Influencer-Whitelisting.md
Lookalike Audience,An audience targeting tool that finds new people who share characteristics with existing customers.,Social Media & EC Integration,Lookalike-Audience.md
Multi-store Sync,Synchronizing inventory and order data across multiple online stores.,Social Media & EC Integration,Multi-store-Sync.md
Nano-Influencer,Influencers with a very small (1k-10k) but highly engaged and niche following.,Social Media & EC Integration,Nano-Influencer.md
Order Tracking,A feature allowing customers to see the shipping status and location of their orders.,Social Media & EC Integration,Order-Tracking.md
Pixel Tracking,A snippet of code allowing brands to track visitor activity on a website.,Social Media & EC Integration,Pixel-Tracking.md
Review Management,The process of monitoring and responding to customer reviews.,Social Media & EC Integration,Review-Management.md
Share of Voice (SOV),A measure of the market your brand owns compared to your competitors.,Social Media & EC Integration,Share-of-Voice--SOV-.md
Shoppable Posts,Social media posts that allow users to click on products and purchase them.,Social Media & EC Integration,Shoppable-Posts.md
Shopping Cart Integration,Connecting e-commerce cart data with customer support tools for better context.,Social Media & EC Integration,Shopping-Cart-Integration.md
Social Commerce,The practice of selling products directly through social media platforms.,Social Media & EC Integration,Social-Commerce.md
Social Graph,"A diagram that illustrates the interconnections among people, groups, and organizations in a social network.",Social Media & EC Integration,Social-Graph.md
Social Listening,Monitoring social media channels for customer feedback and brand mentions.,Social Media & EC Integration,Social-Listening.md
Social Proof,"Psychological phenomenon where people copy the actions of others (e.g., reviews, likes).",Social Media & EC Integration,Social-Proof.md
Social Proof Notification,"Pop-ups showing recent purchases or sign-ups to create urgency and trust (e.g., 'John just bought X').",Social Media & EC Integration,Social-Proof-Notification.md
Social Selling,"Using social media to find, connect with, and nurture sales prospects.",Social Media & EC Integration,Social-Selling.md
Social Sentiment,The perceived attitude or emotion of users towards a brand on social media.,Social Media & EC Integration,Social-Sentiment.md
Social Sign-On,Allows users to log in to a third-party website using their existing social media account information.,Social Media & EC Integration,Social-Sign-On.md
UGC Rights Management,The process of asking for and gaining permission to use user-generated content in marketing.,Social Media & EC Integration,UGC-Rights-Management.md
User Generated Content Rights,Permission granted by a user to a brand to use their content for marketing purposes.,Social Media & EC Integration,User-Generated-Content-Rights.md
Vanity Metric,"Metrics that look good on paper (likes, views) but don't necessarily translate to meaningful business results.",Social Media & EC Integration,Vanity-Metric.md
Archetypes,Content templates in Hugo used to pre-populate front matter when creating new content files.,Static Site Generation (SSG) & Hugo Workflow,Archetypes.md
Asset Bundling,The process of combining multiple CSS or JavaScript files into a single file to reduce HTTP requests.,Static Site Generation (SSG) & Hugo Workflow,Asset-Bundling.md
Asset Minification,"Reducing the size of CSS, JS, and HTML files by removing unnecessary characters to improve load time.",Static Site Generation (SSG) & Hugo Workflow,Asset-Minification.md
Atomic Design,"A methodology for creating design systems via five levels: atoms, molecules, organisms, templates, and pages.",Static Site Generation (SSG) & Hugo Workflow,Atomic-Design.md
Branch Bundle,"A directory structure in Hugo containing an _index.md file, representing a section or listing page.",Static Site Generation (SSG) & Hugo Workflow,Branch-Bundle.md
Build Pipeline,Automated process of compiling code and assets into a deployable website.,Static Site Generation (SSG) & Hugo Workflow,Build-Pipeline.md
Build Time,The time it takes to generate the static site from source files.,Static Site Generation (SSG) & Hugo Workflow,Build-Time.md
CDN (Content Delivery Network),A geographically distributed network of proxy servers and their data centers.,Static Site Generation (SSG) & Hugo Workflow,CDN--Content-Delivery-Network-.md
Code Splitting,Splitting code into various bundles which can then be loaded on demand.,Static Site Generation (SSG) & Hugo Workflow,Code-Splitting.md
Content Organization,How files and directories are structured in the 'content' folder to map to URLs.,Static Site Generation (SSG) & Hugo Workflow,Content-Organization.md
Content Sections,"Directories in Hugo that organize content into logical groups (e.g., blog, docs, projects).",Static Site Generation (SSG) & Hugo Workflow,Content-Sections.md
Data Files,"Files (YAML, JSON, TOML) stored in the data directory to keep content separate from configuration.",Static Site Generation (SSG) & Hugo Workflow,Data-Files.md
Fingerprinting,Adding a unique hash to filenames to force browsers to reload assets when they change (cache busting).,Static Site Generation (SSG) & Hugo Workflow,Fingerprinting.md
Front Matter,Metadata at the top of a markdown file defining properties like title and date.,Static Site Generation (SSG) & Hugo Workflow,Front-Matter.md
Front Matter Variables,"Predefined or custom variables in the header of a content file (e.g., title, date, draft).",Static Site Generation (SSG) & Hugo Workflow,Front-Matter-Variables.md
Gatsby,A React-based open-source framework for creating websites and apps.,Static Site Generation (SSG) & Hugo Workflow,Gatsby.md
Go Templates,The templating language used by Hugo to customize HTML generation.,Static Site Generation (SSG) & Hugo Workflow,Go-Templates.md
Go Templating,The templating language used by Hugo.,Static Site Generation (SSG) & Hugo Workflow,Go-Templating.md
Hugo,"One of the most popular open-source static site generators, known for its amazing speed.",Static Site Generation (SSG) & Hugo Workflow,Hugo.md
Hugo Pipes,"A set of functions in Hugo for processing assets like SCSS, JavaScript, and images directly in the build process.",Static Site Generation (SSG) & Hugo Workflow,Hugo-Pipes.md
Hydration,The process of attaching event listeners to HTML generated by server-side rendering.,Static Site Generation (SSG) & Hugo Workflow,Hydration.md
Jamstack,"A modern web development architecture based on client-side JavaScript, reusable APIs, and prebuilt Markup.",Static Site Generation (SSG) & Hugo Workflow,Jamstack.md
Leaf Bundle,A directory structure in Hugo containing an index.md file and associated assets (images) for a single page.,Static Site Generation (SSG) & Hugo Workflow,Leaf-Bundle.md
Live Reload,A feature where the browser automatically refreshes when file changes are detected during development.,Static Site Generation (SSG) & Hugo Workflow,Live-Reload.md
Lookup Order,The logic Hugo uses to decide which template file to use for rendering a specific page.,Static Site Generation (SSG) & Hugo Workflow,Lookup-Order.md
Markdown,A lightweight markup language with plain text formatting syntax.,Static Site Generation (SSG) & Hugo Workflow,Markdown.md
Minification,Removing unnecessary characters from code (like spaces) to reduce file size.,Static Site Generation (SSG) & Hugo Workflow,Minification.md
Netlify,A cloud computing company that offers hosting and serverless backend services for web applications.,Static Site Generation (SSG) & Hugo Workflow,Netlify.md
Next.js,A React framework that enables functionality such as server-side rendering and generating static websites.,Static Site Generation (SSG) & Hugo Workflow,Next.js.md
Pagination,The process of dividing a document or a list of items into discrete pages.,Static Site Generation (SSG) & Hugo Workflow,Pagination.md
Partials,"Smaller, reusable template files that can be included in other templates.",Static Site Generation (SSG) & Hugo Workflow,Partials.md
Render Hooks,Custom templates in Hugo allowing developers to override how Markdown elements (like links or images) are rendered.,Static Site Generation (SSG) & Hugo Workflow,Render-Hooks.md
Scratch,A temporary variable storage in Hugo used to pass data between templates or loops.,Static Site Generation (SSG) & Hugo Workflow,Scratch.md
Shortcode Overrides,Creating a custom version of a theme's built-in shortcode to change its behavior.,Static Site Generation (SSG) & Hugo Workflow,Shortcode-Overrides.md
Shortcodes,Simple code snippets used inside content files to render complex HTML.,Static Site Generation (SSG) & Hugo Workflow,Shortcodes.md
Site Config,The main configuration file in Hugo where global variables and settings are defined.,Static Site Generation (SSG) & Hugo Workflow,Site-Config.md
Slug,The part of a URL which identifies a particular page on a website in a form readable by users.,Static Site Generation (SSG) & Hugo Workflow,Slug.md
Taxonomy Templates,"Templates designed specifically to list content grouped by tags, categories, or other taxonomies.",Static Site Generation (SSG) & Hugo Workflow,Taxonomy-Templates.md
Taxonomy Terms,"Specific items within a taxonomy (e.g., 'Tags' is the taxonomy, 'AI' is the term).",Static Site Generation (SSG) & Hugo Workflow,Taxonomy-Terms.md
Tree Shaking,A build process that removes unused code from the final JavaScript or CSS bundles.,Static Site Generation (SSG) & Hugo Workflow,Tree-Shaking.md
Vercel,A cloud platform for static sites and Serverless Functions that fits perfectly with your workflow.,Static Site Generation (SSG) & Hugo Workflow,Vercel.md
Agent Occupancy,The percentage of time agents spend handling calls/chats versus waiting for work.,Support & Operations Efficiency,Agent-Occupancy.md
Agent Wellness AI,AI that monitors agent stress levels via voice/text analysis and suggests breaks or easier tasks to prevent burnout.,Support & Operations Efficiency,Agent-Wellness-AI.md
Average Handle Time (AHT),"The average duration of a transaction, including talk time, hold time, and wrap-up.",Support & Operations Efficiency,Average-Handle-Time--AHT-.md
Bottleneck Analysis,Identifying the process step that limits the overall capacity.,Support & Operations Efficiency,Bottleneck-Analysis.md
Capacity Planning,Determining the resources needed to meet future demand for products or services.,Support & Operations Efficiency,Capacity-Planning.md
Continuous Improvement,"An ongoing effort to improve products, services, or processes.",Support & Operations Efficiency,Continuous-Improvement.md
Conversation Mining,"Using AI to analyze thousands of support logs to discover hidden trends, product gaps, or training needs.",Support & Operations Efficiency,Conversation-Mining.md
De-escalation,Techniques used by agents to reduce the intensity of a conflict or angry customer interaction.,Support & Operations Efficiency,De-escalation.md
Deflection Ratio,The percentage of potential tickets that were avoided thanks to self-service tools.,Support & Operations Efficiency,Deflection-Ratio.md
Empathy Statement,Phrases used by agents to show they understand and care about the customer's feelings.,Support & Operations Efficiency,Empathy-Statement.md
Erlang C Formula,A mathematical formula used in call centers to calculate the number of staff needed to meet service levels.,Support & Operations Efficiency,Erlang-C-Formula.md
First Contact Resolution (FCR),The percentage of support requests resolved during the initial interaction.,Support & Operations Efficiency,First-Contact-Resolution--FCR-.md
Gap Analysis,A comparison of actual performance with potential or desired performance.,Support & Operations Efficiency,Gap-Analysis.md
Knowledge Gap Analysis,Identifying missing information in the knowledge base based on failed searches.,Support & Operations Efficiency,Knowledge-Gap-Analysis.md
Knowledge Sharing,"The exchange of information, skills, or expertise among people.",Support & Operations Efficiency,Knowledge-Sharing.md
KPI Dashboard,A visual display of the most important performance indicators.,Support & Operations Efficiency,KPI-Dashboard.md
Lean Operations,A business practice that minimizes waste while maximizing productivity.,Support & Operations Efficiency,Lean-Operations.md
Lean Six Sigma,A methodology that relies on a collaborative team effort to improve performance by removing waste.,Support & Operations Efficiency,Lean-Six-Sigma.md
Mean Time To Acknowledge (MTTA),The average time it takes for a team to acknowledge an alert or ticket.,Support & Operations Efficiency,Mean-Time-To-Acknowledge--MTTA-.md
Mean Time To Resolution (MTTR),The average time required to resolve a failure or a support ticket.,Support & Operations Efficiency,Mean-Time-To-Resolution--MTTR-.md
Pareto Principle (80/20 Rule),"The concept that 80% of effects come from 20% of causes (e.g., 80% of tickets from 20% of bugs).",Support & Operations Efficiency,Pareto-Principle--80-20-Rule-.md
Performance Metrics,Quantitative standards used to measure the performance and quality of operations.,Support & Operations Efficiency,Performance-Metrics.md
Process Automation,Using technology to perform repetitive tasks without human intervention.,Support & Operations Efficiency,Process-Automation.md
Quality Assurance Automation,"Using AI to score 100% of support interactions for quality, rather than manually reviewing a small sample.",Support & Operations Efficiency,Quality-Assurance-Automation.md
Resource Allocation,The process of assigning available resources to various uses in an economic way.,Support & Operations Efficiency,Resource-Allocation.md
Root Cause Analysis,A method of problem solving used for identifying the root causes of faults or problems.,Support & Operations Efficiency,Root-Cause-Analysis.md
Schedule Adherence,A metric measuring how effectively agents stick to their assigned shifts and breaks.,Support & Operations Efficiency,Schedule-Adherence.md
Shift Left Strategy,"Moving support closer to the customer (e.g., self-service) to reduce costs and wait times.",Support & Operations Efficiency,Shift-Left-Strategy.md
Shrinkage,"The percentage of paid time that employees are not available to handle calls (e.g., breaks, training).",Support & Operations Efficiency,Shrinkage.md
Workflow Optimization,Improving business processes to eliminate waste and maximize efficiency.,Support & Operations Efficiency,Workflow-Optimization.md
Above the Fold,The portion of a webpage that is visible without scrolling.,Web Performance & User Experience,Above-the-Fold.md
Accessibility (a11y),"The practice of making websites usable by as many people as possible, including those with disabilities.",Web Performance & User Experience,Accessibility--a11y-.md
ARIA Labels (Accessible Rich Internet Applications),Attributes added to HTML to define ways to make Web content and Web applications more accessible to people with disabilities.,Web Performance & User Experience,ARIA-Labels--Accessible-Rich-Internet-Applications-.md
Bounce Rate,The percentage of visitors who enter the site and then leave rather than viewing other pages.,Web Performance & User Experience,Bounce-Rate.md
Cache Busting,Forcing the browser to download a new version of a file instead of using the cached version.,Web Performance & User Experience,Cache-Busting.md
CDN Edge Server,"A server located at the edge of a network, closer to the user, to deliver content faster.",Web Performance & User Experience,CDN-Edge-Server.md
Client-Side Rendering (CSR),Rendering pages directly in the browser using JavaScript.,Web Performance & User Experience,Client-Side-Rendering--CSR-.md
Conversion Rate Optimization (CRO),The process of increasing the percentage of users who perform a desired action on a website.,Web Performance & User Experience,Conversion-Rate-Optimization--CRO-.md
Critical CSS,Extracting and inlining the CSS required for above-the-fold content to render it as fast as possible.,Web Performance & User Experience,Critical-CSS.md
Critical Rendering Path,"The sequence of steps the browser goes through to convert HTML, CSS, and JavaScript into actual pixels on the screen.",Web Performance & User Experience,Critical-Rendering-Path.md
Cumulative Layout Shift (CLS),A metric that measures visual stability and unexpected layout shifts.,Web Performance & User Experience,Cumulative-Layout-Shift--CLS-.md
Dark Mode,"A display setting that uses a light-on-dark color scheme, reducing eye strain and battery consumption.",Web Performance & User Experience,Dark-Mode.md
Edge Functions,"Serverless code that runs at the network edge (CDN), closer to the user, for lower latency.",Web Performance & User Experience,Edge-Functions.md
Empty State,"What the user sees when there is no data to display (e.g., an empty inbox), often used to guide next steps.",Web Performance & User Experience,Empty-State.md
Favicon,"A small icon associated with a particular website or web page, displayed in browser tabs.",Web Performance & User Experience,Favicon.md
First Input Delay (FID),A metric that measures the time from when a user first interacts with a page to the time when the browser is actually able to begin processing event handlers.,Web Performance & User Experience,First-Input-Delay--FID-.md
FOUC (Flash of Unstyled Content),A momentary display of unstyled HTML content before the CSS is loaded.,Web Performance & User Experience,FOUC--Flash-of-Unstyled-Content-.md
Graceful Degradation,"Designing a system so that it continues to function, possibly at a reduced level, when some part of it fails.",Web Performance & User Experience,Graceful-Degradation.md
Hero Image,"A large web banner image, prominently placed on a web page, generally in the front and center.",Web Performance & User Experience,Hero-Image.md
HTTP/3,"The next major version of the HTTP protocol, using QUIC to improve speed and security over unreliable connections.",Web Performance & User Experience,HTTP-3.md
Hydration Mismatch,An error where the HTML rendered by the server does not match the HTML expected by the client-side JavaScript.,Web Performance & User Experience,Hydration-Mismatch.md
Incremental Static Regeneration (ISR),"A hybrid approach allowing static pages to be updated in the background as traffic comes in, without a full site rebuild.",Web Performance & User Experience,Incremental-Static-Regeneration--ISR-.md
Infinite Scroll,A web design technique where content is loaded continuously as the user scrolls down the page.,Web Performance & User Experience,Infinite-Scroll.md
Interaction to Next Paint (INP),A Core Web Vital metric that assesses a page's responsiveness to user interactions.,Web Performance & User Experience,Interaction-to-Next-Paint--INP-.md
Largest Contentful Paint (LCP),A metric measuring the time it takes for the largest content element to become visible.,Web Performance & User Experience,Largest-Contentful-Paint--LCP-.md
Lazy Loading,A strategy to identify resources as non-blocking and load them only when needed.,Web Performance & User Experience,Lazy-Loading.md
Micro-interactions,"Subtle animations or design elements that provide feedback to the user (e.g., a 'like' heart animation).",Web Performance & User Experience,Micro-interactions.md
Mobile Responsiveness,The ability of a website to adjust its layout and content to fit different screen sizes automatically.,Web Performance & User Experience,Mobile-Responsiveness.md
Mobile-First Indexing,Google's practice of using the mobile version of content for indexing and ranking.,Web Performance & User Experience,Mobile-First-Indexing.md
Page Load Speed,The time it takes for a specific page to load on your site.,Web Performance & User Experience,Page-Load-Speed.md
Progressive Enhancement,"Building a core webpage that works for everyone, then adding layers of advanced features for better browsers.",Web Performance & User Experience,Progressive-Enhancement.md
Progressive Web App (PWA),"Web apps that use service workers, manifests, and other web-platform features in combination to behave like native apps.",Web Performance & User Experience,Progressive-Web-App--PWA-.md
Resource Hints (Preload/Prefetch),Instructions to the browser to load resources ahead of time to improve performance.,Web Performance & User Experience,Resource-Hints--Preload-Prefetch-.md
Server-Side Rendering (SSR),"Rendering a client-side or universal app on the server, sending fully rendered HTML to the client.",Web Performance & User Experience,Server-Side-Rendering--SSR-.md
Single Page Application (SPA),A web application that interacts with the web browser by dynamically rewriting the current web page with new data.,Web Performance & User Experience,Single-Page-Application--SPA-.md
Skeleton Screen,"A blank version of a page into which information is gradually loaded, often used as a loading state.",Web Performance & User Experience,Skeleton-Screen.md
Time on Page,The amount of time a visitor spends on a page.,Web Performance & User Experience,Time-on-Page.md
Time to First Byte (TTFB),The time it takes for a browser to receive the first byte of page content.,Web Performance & User Experience,Time-to-First-Byte--TTFB-.md
Total Blocking Time (TBT),"A metric measuring the total time the main thread is blocked, preventing input responsiveness.",Web Performance & User Experience,Total-Blocking-Time--TBT-.md
UX Design,"The process of enhancing user satisfaction with a product by improving the usability, accessibility, and pleasure provided in the interaction.",Web Performance & User Experience,UX-Design.md
Viewport Meta Tag,A meta tag that controls how a website is displayed on mobile devices (width and scaling).,Web Performance & User Experience,Viewport-Meta-Tag.md
WCAG (Web Content Accessibility Guidelines),"A set of recommendations for making Web content more accessible, primarily for people with disabilities.",Web Performance & User Experience,WCAG--Web-Content-Accessibility-Guidelines-.md
Revenue Leakage,"Loss of revenue due to operational inefficiencies, billing errors, or uncollected payments.",Revenue Operations (RevOps),Revenue-Leakage.md
Deal Desk,"A cross-functional team that helps sales reps structure and close complex, non-standard deals.",Revenue Operations (RevOps),Deal-Desk.md
Lead-to-Cash,The complete process flow from the initial customer interest (lead) to the final payment collection.,Revenue Operations (RevOps),Lead-to-Cash.md
Sales Cycle Time,The average time it takes to convert a lead into a closed-won customer.,Revenue Operations (RevOps),Sales-Cycle-Time.md
Pipeline Velocity,The speed at which deals move through the sales pipeline and generate revenue.,Revenue Operations (RevOps),Pipeline-Velocity.md
Total Contract Value (TCV),"The total value of a contract over its entire duration, including recurring revenue and one-time fees.",Revenue Operations (RevOps),Total-Contract-Value--TCV-.md
Annual Recurring Revenue (ARR),The yearly value of a single subscription agreement or the total value of all subscriptions.,Revenue Operations (RevOps),Annual-Recurring-Revenue--ARR-.md
Win/Loss Analysis,The process of analyzing closed deals to understand why they were won or lost.,Revenue Operations (RevOps),Win-Loss-Analysis.md
Forecast Accuracy,A metric measuring how close the actual sales results were to the predicted forecast.,Revenue Operations (RevOps),Forecast-Accuracy.md
Territory Management,Assigning sales reps to specific geographic areas or industry verticals to optimize coverage.,Revenue Operations (RevOps),Territory-Management.md
Grice's Maxims,"Four principles of effective communication (Quality, Quantity, Relation, Manner) applied to bot design.",Conversation Design & UX Writing,Grice's-Maxims.md
Discourse Markers,"Words like 'Well', 'So', 'Actually' used to manage the flow and tone of conversation.",Conversation Design & UX Writing,Discourse-Markers.md
Happy Path,The ideal scenario where the user acts exactly as intended and encounters no errors.,Conversation Design & UX Writing,Happy-Path.md
Repair Strategy,Techniques used to get the conversation back on track after a misunderstanding or error.,Conversation Design & UX Writing,Repair-Strategy.md
Turn-Taking,The mechanism of regulating who speaks when in a conversation.,Conversation Design & UX Writing,Turn-Taking.md
Progressive Disclosure,Revealing information gradually to avoid overwhelming the user.,Conversation Design & UX Writing,Progressive-Disclosure.md
Cognitive Load,The amount of mental effort required for the user to understand and interact with the bot.,Conversation Design & UX Writing,Cognitive-Load.md
Microcopy,"Small bits of text on buttons, error messages, and tooltips that guide the user.",Conversation Design & UX Writing,Microcopy.md
Voice Chart,"A document defining the bot's persona attributes, vocabulary, and tone guidelines.",Conversation Design & UX Writing,Voice-Chart.md
Wizard of Oz,A prototyping method where a human simulates the bot's responses to test user interactions.,Conversation Design & UX Writing,Wizard-of-Oz.md
Plan-and-Execute,An agentic pattern where the AI first outlines a multi-step plan and then executes it step-by-step.,Generative AI／Content Generation,Plan-and-Execute.md
Tool Use (Function Calling),"The ability of an LLM to format outputs to trigger external software actions (calculators, APIs).",Generative AI／Content Generation,Tool-Use--Function-Calling-.md
ReAct Framework,A prompting technique combining Reasoning (thinking) and Acting (executing tools) in a loop.,Generative AI／Content Generation,ReAct-Framework.md
Self-Reflection,The agent's ability to review its own past outputs and correct mistakes before final answer.,Generative AI／Content Generation,Self-Reflection.md
Multi-Agent Orchestration,"Coordinating multiple specialized AI agents (e.g., Coder, Reviewer, Manager) to solve a task.",Generative AI／Content Generation,Multi-Agent-Orchestration.md
Memory Stream,"A continuous log of an agent's observations and thoughts, used for long-term context.",Generative AI／Content Generation,Memory-Stream.md
Task Decomposition,"Breaking down a complex user goal into smaller, manageable sub-tasks.",Generative AI／Content Generation,Task-Decomposition.md
Autonomous Loop,"A continuous cycle of perception, decision, and action taken by an AI agent without human trigger.",Generative AI／Content Generation,Autonomous-Loop.md
Agent Persona,"Specific roles assigned to agents (e.g., 'You are a Python expert') to guide their behavior.",Generative AI／Content Generation,Agent-Persona.md
Environment Feedback,"Information received from the external world (API errors, search results) that the agent uses to adjust its plan.",Generative AI／Content Generation,Environment-Feedback.md
Docs-as-Code,"Managing documentation using the same tools and workflows as software code (Git, CI/CD).",Editorial & Content Operations,Docs-as-Code.md
Linting,Automatically checking documentation source files for syntax errors or style violations.,Editorial & Content Operations,Linting.md
Single Sourcing,"Creating content in one place and publishing it to multiple outputs (PDF, Web, Help).",Editorial & Content Operations,Single-Sourcing.md
DITA (Darwin Information Typing Architecture),An XML data model for authoring and publishing topic-oriented information.,Editorial & Content Operations,DITA--Darwin-Information-Typing-Architecture-.md
Swagger / OpenAPI,"A specification for building, documenting, and consuming RESTful Web services.",Editorial & Content Operations,Swagger---OpenAPI.md
API Reference,"Documentation that describes the functions, classes, return types, and arguments of an API.",Editorial & Content Operations,API-Reference.md
Release Notes,"Documents shared with customers detailing new features, bug fixes, and improvements.",Editorial & Content Operations,Release-Notes.md
Boilerplate Text,"Standardized sections of text (e.g., copyright, warnings) reused across multiple documents.",Editorial & Content Operations,Boilerplate-Text.md
Content Reuse,Using the same content block in multiple places to ensure consistency and reduce maintenance.,Editorial & Content Operations,Content-Reuse.md
Static Site Generator (SSG),Software that builds a website from source files (like Markdown) into static HTML pages.,Editorial & Content Operations,Static-Site-Generator--SSG-.md
Multimodal AI,"AI capable of processing and generating multiple types of media (text, image, audio, video) simultaneously.",Emerging Trends & Future Tech,Multimodal-AI.md
Small Language Models (SLMs),Lightweight AI models designed to run efficiently on edge devices or with lower costs.,Emerging Trends & Future Tech,Small-Language-Models--SLMs-.md
Neuro-symbolic AI,Combining neural networks (learning) with symbolic AI (logic/rules) for better reasoning.,Emerging Trends & Future Tech,Neuro-symbolic-AI.md
AI Wearables,"Wearable devices (pins, glasses) integrated with AI assistants for hands-free interaction.",Emerging Trends & Future Tech,AI-Wearables.md
Spatial Computing,Human-computer interaction in which the machine retains and manipulates referents to real objects and spaces.,Emerging Trends & Future Tech,Spatial-Computing.md
Federated Learning,Training an algorithm across multiple decentralized edge devices without exchanging local data samples.,Emerging Trends & Future Tech,Federated-Learning.md
Post-Quantum Cryptography,Cryptographic algorithms thought to be secure against an attack by a quantum computer.,Emerging Trends & Future Tech,Post-Quantum-Cryptography.md
Digital Twin,A virtual representation that serves as the real-time digital counterpart of a physical object or process.,Emerging Trends & Future Tech,Digital-Twin.md
Generative Search,Search engines that generate direct answers using AI rather than just listing links.,Emerging Trends & Future Tech,Generative-Search.md
Synthetic Data,"Information that's artificially generated rather than produced by real-world events, used to train AI.",Emerging Trends & Future Tech,Synthetic-Data.md
artificial intelligence,Technology that enables computers to think and make decisions like humans,AI Chatbot & Automation,artificial-intelligence.md
customer support,Operations that handle customer inquiries and support,AI Chatbot & Automation,customer-support.md
large language models,AI models trained on massive amounts of text data to understand language usage,AI Chatbot & Automation,large-language-models.md
deep learning,Advanced learning methods that mimic the human brain's mechanisms,AI Chatbot & Automation,deep-learning.md
natural language processing,Technology that enables computers to understand and process human language,AI Chatbot & Automation,natural-language-processing.md
scenarios,Pre-prepared conversation flows,AI Chatbot & Automation,scenarios.md
FAQs,Frequently asked questions and their answers compiled together,AI Chatbot & Automation,FAQs.md
finite state machines,Simple mechanisms that operate with defined states and transition rules,AI Chatbot & Automation,finite-state-machines.md
machine learning,Technology that learns by finding patterns in data,AI Chatbot & Automation,machine-learning.md
neural networks,Learning models that mimic the neural circuits of the human brain,AI Chatbot & Automation,neural-networks.md
hallucination,Phenomenon where AI generates plausible but incorrect information,AI Chatbot & Automation,hallucination.md
RAG,Abbreviation for Retrieval-Augmented Generation. Technology that searches external data and uses that information to generate responses,AI Chatbot & Automation,RAG.md
FlowHunt,Chatbot building platform that can utilize multiple AI models,AI Chatbot & Automation,FlowHunt.md
Multi-channel support,"Unified management of multiple channels like Web, LINE, and email",AI Chatbot & Automation,Multi-channel-support.md
API integration,Mechanism for connecting different systems to automatically exchange data,AI Chatbot & Automation,API-integration.md
supervised learning,Method of training AI using data with correct answers,AI Chatbot & Automation,supervised-learning.md
unsupervised learning,Learning method where AI finds patterns on its own without being given correct answers,AI Chatbot & Automation,unsupervised-learning.md
reinforcement learning,"Learning method that learns through trial and error, receiving rewards for good results",AI Chatbot & Automation,reinforcement-learning.md
continuous learning,Mechanism that continues to learn new information during operation,AI Chatbot & Automation,continuous-learning.md
LiveAgent,Tool for unified management of customer inquiries,AI Chatbot & Automation,LiveAgent.md
TCO,Abbreviation for Total Cost of Ownership. Total cost including implementation through operation,AI Chatbot & Automation,TCO.md
Personal Information Protection Law,Law defining proper handling of personal information,AI Chatbot & Automation,Personal-Information-Protection-Law.md
GDPR,EU's strict personal information protection regulations,AI Chatbot & Automation,GDPR.md
speech recognition,Technology that converts spoken words to text,AI Chatbot & Automation,speech-recognition.md
image analysis,Technology where AI understands photo and image content,AI Chatbot & Automation,image-analysis.md
multimodal technology,"Technology that can simultaneously process multiple formats like text, voice, and images",AI Chatbot & Automation,multimodal-technology.md
bias,Specific biases or preconceptions,AI Chatbot & Automation,bias.md
Natural Language Processing (NLP),Technology that enables AI to understand and respond to human language,AI Chatbot & Automation,Natural-Language-Processing--NLP-.md
Cloud AI,AI services available via the internet,AI Chatbot & Automation,Cloud-AI.md
Generative AI,AI technology that automatically generates text and images,AI Chatbot & Automation,Generative-AI.md
Multimodal AI,"AI capable of handling multiple formats including text, voice, and images",AI Chatbot & Automation,Multimodal-AI.md
Customer Experience (CX),"Abbreviation for Customer Experience, the overall experience customers have with a company",AI Chatbot & Automation,Customer-Experience---CX-.md
CAGR,"Compound Annual Growth Rate, an indicator of annual growth",AI Chatbot & Automation,CAGR.md
Autonomous AI Agents,AI capable of autonomous decision-making and action,AI Chatbot & Automation,Autonomous-AI-Agents.md
Rule-based,Systems operating according to predetermined rules,AI Chatbot & Automation,Rule-based.md
Einstein Service Agent,Fully autonomous AI agent capable of understanding and acting on a wide range of service issues without pre-programming,AI Chatbot & Automation,Einstein-Service-Agent.md
Contact Lens for Amazon Connect,Machine learning-powered call analysis service,AI Chatbot & Automation,Contact-Lens-for-Amazon-Connect.md
Cart Abandonment Rate,Percentage of customers who add items to cart but leave without purchasing,AI Chatbot & Automation,Cart-Abandonment-Rate.md
ROI,Return on Investment - indicator of profit gained relative to investment,AI Chatbot & Automation,ROI.md
CRM,Customer Relationship Management system,AI Chatbot & Automation,CRM.md
Personalization,Adjusting services to individual preferences and situations,AI Chatbot & Automation,Personalization.md
LTV (Lifetime Value),Total profit a single customer brings to a company,AI Chatbot & Automation,LTV---Lifetime-Value-.md
Hybrid System,System where AI and humans collaborate through role division,AI Chatbot & Automation,Hybrid-System.md
Customer Loyalty Scores,Indicator measuring customer attachment to a company or brand,AI Chatbot & Automation,Customer-Loyalty-Scores.md
data encryption,Converting information into unreadable form to protect it from third parties,AI Chatbot & Automation,data-encryption.md
contextual understanding,Understanding conversation flow and context,AI Chatbot & Automation,contextual-understanding.md
honorific language support,Appropriate use of Japanese polite expressions,AI Chatbot & Automation,honorific-language-support.md
knowledge base,A database that systematically compiles knowledge such as frequently asked questions and product information,AI Chatbot & Automation,knowledge-base.md
URL Retriever,A function that automatically acquires website information and updates it periodically,AI Chatbot & Automation,URL-Retriever.md
