keyword,definition,category,filename,status_en,status_ja
Escalation Rate,Percentage of issues requiring escalation.,Support & Operations Efficiency,Escalation-Rate.md,completed,completed
First Contact Resolution (FCR),Solving issues in first interaction.,Support & Operations Efficiency,First-Contact-Resolution--FCR-.md,completed,completed
Knowledge Utilization,How often knowledge base is used.,Support & Operations Efficiency,Knowledge-Utilization.md,completed,completed
Macro,Pre-written response for common situations.,Support & Operations Efficiency,Macro.md,completed,completed
Operational Metrics,KPIs measuring support operations.,Support & Operations Efficiency,Operational-Metrics.md,completed,completed
Quality Monitoring,Evaluating support interaction quality.,Support & Operations Efficiency,Quality-Monitoring.md,completed,completed
Quality Score,Rating of support interaction quality.,Support & Operations Efficiency,Quality-Score.md,completed,completed
Repeat Contact Rate,Frequency of customers contacting again.,Support & Operations Efficiency,Repeat-Contact-Rate.md,completed,completed
Service Recovery,Fixing poor customer experiences.,Support & Operations Efficiency,Service-Recovery.md,completed,completed
Shrinkage,Time agents unavailable for customer work.,Support & Operations Efficiency,Shrinkage.md,completed,completed
Support Capacity Planning,Estimating staffing needs.,Support & Operations Efficiency,Support-Capacity-Planning.md,completed,completed
Support Metrics,KPIs for customer support performance.,Support & Operations Efficiency,Support-Metrics.md,completed,completed
Support Optimization,Improving support efficiency and quality.,Support & Operations Efficiency,Support-Optimization.md,completed,completed
Support Team Structure,Organization of support roles.,Support & Operations Efficiency,Support-Team-Structure.md,completed,completed
Tiered Support,Multiple levels of support expertise.,Support & Operations Efficiency,Tiered-Support.md,completed,completed
Workforce Optimization,Maximizing support team effectiveness.,Support & Operations Efficiency,Workforce-Optimization.md,completed,completed
Workload Distribution,Balancing work across agents.,Support & Operations Efficiency,Workload-Distribution.md,completed,completed
Accessibility (Web),Making websites usable for all abilities.,Web Performance & User Experience,Accessibility--Web-.md,completed,completed
Above the Fold,Content visible without scrolling.,Web Performance & User Experience,Above-the-Fold.md,completed,completed
Behavioral Trigger,Actions that trigger automated responses.,Web Performance & User Experience,Behavioral-Trigger.md,completed,completed
Breadcrumb,Navigation showing current page location.,Web Performance & User Experience,Breadcrumb.md,completed,completed
Browser Caching,Storing files locally for faster loading.,Web Performance & User Experience,Browser-Caching.md,completed,completed
CLS (Cumulative Layout Shift),Metric measuring visual stability.,Web Performance & User Experience,CLS--Cumulative-Layout-Shift-.md,completed,completed
Conversion Path,Steps users take toward conversion.,Web Performance & User Experience,Conversion-Path.md,completed,completed
Customer Friction,Obstacles in customer experience.,Web Performance & User Experience,Customer-Friction.md,completed,completed
Exit Page,Last page visited before leaving site.,Web Performance & User Experience,Exit-Page.md,completed,completed
Exit Rate,Percentage of exits from specific page.,Web Performance & User Experience,Exit-Rate.md,completed,completed
FCP (First Contentful Paint),Time to first content render.,Web Performance & User Experience,FCP--First-Contentful-Paint-.md,completed,completed
Funnel Visualization,Visual representation of conversion steps.,Web Performance & User Experience,Funnel-Visualization.md,completed,completed
Heatmap,Visual showing user interaction patterns.,Web Performance & User Experience,Heatmap.md,completed,completed
Heatmap Analysis,Studying user interaction visualizations.,Web Performance & User Experience,Heatmap-Analysis.md,completed,completed
Image Compression,Reducing image file sizes.,Web Performance & User Experience,Image-Compression.md,completed,completed
Landing Page,Page designed for specific campaign traffic.,Web Performance & User Experience,Landing-Page.md,completed,completed
Landing Page Optimization,Improving conversion on landing pages.,Web Performance & User Experience,Landing-Page-Optimization.md,completed,completed
Lazy Loading,Loading content as needed.,Web Performance & User Experience,Lazy-Loading.md,completed,completed
LCP (Largest Contentful Paint),Time to largest element render.,Web Performance & User Experience,LCP--Largest-Contentful-Paint-.md,completed,completed
Minification,Reducing code file sizes.,Web Performance & User Experience,Minification.md,completed,completed
Mobile Optimization,Improving experience on mobile devices.,Web Performance & User Experience,Mobile-Optimization.md,completed,completed
Multivariate Testing,Testing multiple variables simultaneously.,Web Performance & User Experience,Multivariate-Testing.md,completed,completed
Page Load Time,Time for page to fully load.,Web Performance & User Experience,Page-Load-Time.md,completed,completed
Page Value,Monetary value attributed to page.,Web Performance & User Experience,Page-Value.md,completed,completed
Path Analysis,Studying user navigation patterns.,Web Performance & User Experience,Path-Analysis.md,completed,completed
Performance Budget,Limits on page size and load time.,Web Performance & User Experience,Performance-Budget.md,completed,completed
Progressive Web App (PWA),Web app with native-like features.,Web Performance & User Experience,Progressive-Web-App--PWA-.md,completed,completed
Responsive Design,Adapting layout for different screens.,Web Performance & User Experience,Responsive-Design.md,completed,completed
Scroll Depth,How far users scroll down pages.,Web Performance & User Experience,Scroll-Depth.md,completed,completed
Scroll Map,Visualization of scrolling behavior.,Web Performance & User Experience,Scroll-Map.md,completed,completed
Session Recording,Recording user interactions on site.,Web Performance & User Experience,Session-Recording.md,completed,completed
Time to Interactive (TTI),Time until page is fully interactive.,Web Performance & User Experience,Time-to-Interactive--TTI-.md,completed,completed
TTFB (Time to First Byte),Time for first data from server.,Web Performance & User Experience,TTFB--Time-to-First-Byte-.md,completed,completed
User Engagement,How actively users interact with content.,Web Performance & User Experience,User-Engagement.md,completed,completed
User Experience (UX),Overall experience using product/site.,Web Performance & User Experience,User-Experience--UX-.md,completed,completed
User Flow,Path users take through website.,Web Performance & User Experience,User-Flow.md,completed,completed
User Path,Sequence of pages visited.,Web Performance & User Experience,User-Path.md,completed,completed
UX Audit,Review of user experience quality.,Web Performance & User Experience,UX-Audit.md,completed,completed
Web Accessibility Standards,Guidelines for accessible websites.,Web Performance & User Experience,Web-Accessibility-Standards.md,completed,completed
Web Performance,Speed and efficiency of websites.,Web Performance & User Experience,Web-Performance.md,completed,completed
Blogging Best Practices,Guidelines for effective blog content.,Blogging & Thought Leadership,Blogging-Best-Practices.md,completed,completed
Blogging Frequency,How often to publish blog content.,Blogging & Thought Leadership,Blogging-Frequency.md,completed,completed
Blogging Platform,Software for publishing blog content.,Blogging & Thought Leadership,Blogging-Platform.md,completed,completed
Blogging Strategy,Plan for blog content and growth.,Blogging & Thought Leadership,Blogging-Strategy.md,completed,completed
Business Blog,Blog focused on company/industry topics.,Blogging & Thought Leadership,Business-Blog.md,completed,completed
Call to Action (CTA),Prompt encouraging user action.,Blogging & Thought Leadership,Call-to-Action--CTA-.md,completed,completed
Content Curation,Selecting and sharing relevant content.,Blogging & Thought Leadership,Content-Curation.md,completed,completed
Content Decay,Declining performance of older content.,Blogging & Thought Leadership,Content-Decay.md,completed,completed
Content Refresh,Updating existing content.,Blogging & Thought Leadership,Content-Refresh.md,completed,completed
Content Update Strategy,Plan for maintaining content freshness.,Blogging & Thought Leadership,Content-Update-Strategy.md,completed,completed
Corporate Blog,Official company blog.,Blogging & Thought Leadership,Corporate-Blog.md,completed,completed
Expert Roundup,Content featuring multiple expert opinions.,Blogging & Thought Leadership,Expert-Roundup.md,completed,completed
Guest Blogging,Writing for external publications.,Blogging & Thought Leadership,Guest-Blogging.md,completed,completed
Headline Writing,Crafting attention-grabbing titles.,Blogging & Thought Leadership,Headline-Writing.md,completed,completed
Hook,Opening that captures reader attention.,Blogging & Thought Leadership,Hook.md,completed,completed
Industry Analysis,Research examining market trends.,Blogging & Thought Leadership,Industry-Analysis.md,completed,completed
Listicle,Article formatted as numbered list.,Blogging & Thought Leadership,Listicle.md,completed,completed
Opinion Piece,Content expressing viewpoint on topic.,Blogging & Thought Leadership,Opinion-Piece.md,completed,completed
Original Research,First-hand data and analysis.,Blogging & Thought Leadership,Original-Research.md,completed,completed
Personal Branding,Building individual professional reputation.,Blogging & Thought Leadership,Personal-Branding.md,completed,completed
POV (Point of View),Distinctive perspective on topics.,Blogging & Thought Leadership,POV--Point-of-View-.md,completed,completed
Professional Blogging,Business-focused content creation.,Blogging & Thought Leadership,Professional-Blogging.md,completed,completed
Storytelling,Using narrative to engage audiences.,Blogging & Thought Leadership,Storytelling.md,completed,completed
Technical Blog,Blog covering technical topics in depth.,Blogging & Thought Leadership,Technical-Blog.md,completed,completed
Thought Leadership Content,Content establishing expertise.,Blogging & Thought Leadership,Thought-Leadership-Content.md,completed,completed
Trending Topics,Currently popular subjects.,Blogging & Thought Leadership,Trending-Topics.md,completed,completed
Tutorial Content,Step-by-step instructional content.,Blogging & Thought Leadership,Tutorial-Content.md,completed,completed
Meta,"Parent company of Facebook, Instagram, and WhatsApp, focusing on social networking and the metaverse.",Social Media & Communication Platforms,Meta.md,completed,completed
TikTok,"Short-form video platform owned by ByteDance, known for viral content and creator economy.",Social Media & Communication Platforms,TikTok.md,completed,completed
ByteDance,"Chinese technology company owning TikTok and Douyin, focused on AI-driven content platforms.",Social Media & Communication Platforms,ByteDance.md,completed,completed
LinkedIn,Professional networking platform owned by Microsoft for career connections and business networking.,Social Media & Communication Platforms,LinkedIn.md,completed,completed
Twitter-X,"Social media platform for real-time news and conversations, owned by Elon Musk and rebranded as X.",Social Media & Communication Platforms,Twitter-X.md,completed,completed
YouTube,"Video-sharing platform owned by Google, the world's second-largest search engine.",Social Media & Communication Platforms,YouTube.md,completed,completed
WhatsApp,"Messaging app owned by Meta, offering encrypted communication worldwide.",Social Media & Communication Platforms,WhatsApp.md,completed,completed
Slack,Team collaboration platform owned by Salesforce for workplace communication and integration.,Collaboration & Productivity Tools,Slack.md,completed,completed
Microsoft-Teams,"Unified communication platform by Microsoft integrating chat, meetings, and file collaboration.",Collaboration & Productivity Tools,Microsoft-Teams.md,completed,completed
Zoom,"Video conferencing platform enabling remote meetings, webinars, and collaboration.",Collaboration & Productivity Tools,Zoom.md,completed,completed
Notion,"All-in-one workspace combining notes, databases, tasks, and wikis for teams.",Collaboration & Productivity Tools,Notion.md,completed,completed
Asana,Project management and work tracking platform for team collaboration.,Collaboration & Productivity Tools,Asana.md,completed,completed
Microsoft,"Technology company offering Azure cloud, Microsoft 365, Teams, LinkedIn, and GitHub.",AI Companies & Products,Microsoft.md,completed,completed
Midjourney,"AI image generation platform creating artwork from text prompts, known for artistic quality.",AI Companies & Products,Midjourney.md,completed,completed
Stability-AI,Company developing Stable Diffusion and other open-source generative AI models.,AI Companies & Products,Stability-AI.md,completed,completed
Stable-Diffusion,Open-source AI model by Stability AI for generating images from text descriptions.,AI Companies & Products,Stable-Diffusion.md,completed,completed
Perplexity,AI-powered search engine providing answers with cited sources and conversational interface.,AI Companies & Products,Perplexity.md,completed,completed
DALL-E,OpenAI's AI image generation model creating images from natural language descriptions.,AI Companies & Products,DALL-E.md,completed,completed
GitHub-Copilot,AI code completion tool by Microsoft and OpenAI assisting developers in real-time.,AI Companies & Products,GitHub-Copilot.md,completed,completed
Baidu,"Chinese technology company offering search engine, AI, and cloud services, developing Ernie Bot.",AI Companies & Products,Baidu.md,completed,completed
Ernie-Bot,Baidu's large language model chatbot for Chinese language understanding and generation.,AI Companies & Products,Ernie-Bot.md,completed,completed
Alibaba,Chinese e-commerce and cloud computing giant developing Tongyi Qianwen AI model.,AI Companies & Products,Alibaba.md,completed,completed
Tongyi-Qianwen,Alibaba's large language model for Chinese language processing and business applications.,AI Companies & Products,Tongyi-Qianwen.md,completed,completed
Tencent,"Chinese technology conglomerate offering WeChat, gaming, cloud services, and AI capabilities.",AI Companies & Products,Tencent.md,completed,completed
WeChat,"Chinese super-app by Tencent combining messaging, payments, social media, and services.",AI Companies & Products,WeChat.md,completed,completed
Unsupervised Consistency Evaluation,An evaluation method that measures reliability by assessing the consistency of multiple AI responses without requiring correct answers,AI Chatbot & Automation,unsupervised-consistency-evaluation.md,completed,completed
